"_type","drive_type","engine_capacity","fuel_type","id","make","manufacturer_marketing_year","model","n_cylinders","odometer","price","title","transmission","url","year"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Compass Sport","4","25000","16850","2015 Jeep Compass Sport Auto","Auto","carsales.com.au/private/details/Jeep-Compass-2015/SSE-AD-5517129/?Cr=36","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16208462","Mitsubishi","null","ASX LS XC","4","25015","19880","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16208462/?Cr=37","2017"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16208464","Mitsubishi","null","ASX LS XC","4","25048","19880","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16208464/?Cr=38","2017"
"DealFinderItem","null","2.0","Petrol","Jeep-Patriot-2013/OAG-AD-16113447","Jeep","null","Patriot Sport","4","25176","13880","2013 Jeep Patriot Sport Manual 4x2","Manual","carsales.com.au/dealer/details/Jeep-Patriot-2013/OAG-AD-16113447/?Cr=39","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-15913819","Mitsubishi","null","ASX LS XC","4","25226","19885","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-15913819/?Cr=40","2017"
"DealFinderItem","null","1.8","Petrol","null","Honda","null","HR-V VTi","4","25300","20000","2015 Honda HR-V VTi Auto","Auto","carsales.com.au/private/details/Honda-HR-V-2015/SSE-AD-5529097/?Cr=41","2015"
"DealFinderItem","null","2.0","Petrol","Jeep-Compass-2013/OAG-AD-16069366","Jeep","null","Compass North","4","25352","16990","2013 Jeep Compass North Auto","Auto","carsales.com.au/dealer/details/Jeep-Compass-2013/OAG-AD-16069366/?Cr=42","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16212469","Mitsubishi","null","ASX LS XC","4","25720","19990","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16212469/?Cr=43","2017"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16199180","Mitsubishi","null","ASX LS XB","4","25920","19990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16199180/?Cr=44","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","26500","19000","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2016/SSE-AD-5540994/?Cr=45","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","26500","18000","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2016/SSE-AD-5501549/?Cr=46","2016"
"DealFinderItem","2WD","1.6","Petrol","null","Nissan","null","JUKE ST F15 Series 2","4","26500","16800","2015 Nissan JUKE ST F15 Series 2 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-JUKE-2015/SSE-AD-5360240/?Cr=47","2015"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2015/OAG-AD-16206197","Nissan","null","JUKE Ti-S F15 Series 2","4","26737","18990","2015 Nissan JUKE Ti-S F15 Series 2 Manual 2WD","Manual","carsales.com.au/dealer/details/Nissan-JUKE-2015/OAG-AD-16206197/?Cr=48","2015"
"DealFinderItem","AWD","1.6","Petrol","null","Nissan","null","JUKE Ti-S F15","4","27000","19500","2014 Nissan JUKE Ti-S F15 Auto AWD","Auto","carsales.com.au/private/details/Nissan-JUKE-2014/SSE-AD-5527737/?Cr=49","2014"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2015/OAG-AD-16146995","Nissan","null","JUKE ST F15 Series 2","4","27124","17888","2015 Nissan JUKE ST F15 Series 2 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-JUKE-2015/OAG-AD-16146995/?Cr=50","2015"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2016/OAG-AD-15883167","Nissan","null","JUKE ST F15 Series 2","4","27266","17990","2016 Nissan JUKE ST F15 Series 2 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-JUKE-2016/OAG-AD-15883167/?Cr=51","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16131771","Mitsubishi","null","ASX LS XC","4","27549","19990","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16131771/?Cr=52","2017"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16208463","Mitsubishi","null","ASX LS XC","4","27635","19880","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16208463/?Cr=53","2017"
"DealFinderItem","null","2.0","Petrol","Nissan-QASHQAI-2015/OAG-AD-16169529","Nissan","null","QASHQAI ST J11","4","27993","18990","2015 Nissan QASHQAI ST J11 Manual","Manual","carsales.com.au/dealer/details/Nissan-QASHQAI-2015/OAG-AD-16169529/?Cr=54","2015"
"DealFinderItem","2WD","2.0","Petrol","Nissan-Dualis-2013/OAG-AD-16100862","Nissan","null","Dualis Ti-L J10 Series 3","4","28063","19990","2013 Nissan Dualis Ti-L J10 Series 3 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-Dualis-2013/OAG-AD-16100862/?Cr=55","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16085973","Mitsubishi","null","ASX LS XC","4","28291","18990","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16085973/?Cr=56","2017"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","29000","16400","2015 Jeep Patriot Sport Auto 4x2","Auto","carsales.com.au/private/details/Jeep-Patriot-2015/SSE-AD-5338408/?Cr=57","2015"
"DealFinderItem","2WD","1.6","Petrol","null","Nissan","null","JUKE Ti-S F15 Series 2","4","29300","19990","2015 Nissan JUKE Ti-S F15 Series 2 Manual 2WD","Manual","carsales.com.au/private/details/Nissan-JUKE-2015/SSE-AD-5200383/?Cr=58","2015"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2015/OAG-AD-16178428","Nissan","null","JUKE Ti-S F15 Series 2","4","29451","18990","2015 Nissan JUKE Ti-S F15 Series 2 Manual 2WD","Manual","carsales.com.au/dealer/details/Nissan-JUKE-2015/OAG-AD-16178428/?Cr=59","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16212480","Mitsubishi","null","ASX LS XC","4","29717","19900","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16212480/?Cr=60","2017"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16212442","Mitsubishi","null","ASX LS XC","4","29853","19990","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16212442/?Cr=61","2017"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","30000","17900","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2015/SSE-AD-5139557/?Cr=62","2015"
"DealFinderItem","AWD","1.6","Petrol","null","Ford","null","Kuga Trend TF","4","30500","18250","2013 Ford Kuga Trend TF Auto AWD","Auto","carsales.com.au/private/details/Ford-Kuga-2013/SSE-AD-3568128/?Cr=63","2013"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2014/OAG-AD-16144636","Holden","null","Trax LS TJ","4","30656","14990","2014 Holden Trax LS TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2014/OAG-AD-16144636/?Cr=64","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-16034305","Mitsubishi","null","ASX LS XB","4","31122","19999","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-16034305/?Cr=65","2015"
"DealFinderItem","AWD","1.6","Petrol","null","Ford","null","Kuga Trend TF","4","31197","16500","2014 Ford Kuga Trend TF Auto AWD","Auto","carsales.com.au/private/details/Ford-Kuga-2014/SSE-AD-5428715/?Cr=66","2014"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","Dualis Ti-L J10 Series 3","4","31283","18800","2013 Nissan Dualis Ti-L J10 Series 3 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-5418869/?Cr=67","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16172278","Mitsubishi","null","ASX LS XC","4","31490","19900","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16172278/?Cr=68","2017"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Compass Sport","4","32200","18000","2014 Jeep Compass Sport Auto","Auto","carsales.com.au/private/details/Jeep-Compass-2014/SSE-AD-5028003/?Cr=69","2014"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","32400","19500","2016 Jeep Patriot Sport Auto 4x2","Auto","carsales.com.au/private/details/Jeep-Patriot-2016/SSE-AD-4330476/?Cr=70","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","Dualis +2 ST J10 Series 4","4","32876","15500","2013 Nissan Dualis +2 ST J10 Series 4 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-5514896/?Cr=71","2013"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","Dualis ST J10 Series 4","4","33000","14800","2013 Nissan Dualis ST J10 Series 4 Manual 2WD","Manual","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-5425490/?Cr=72","2013"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","33000","18000","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2016/SSE-AD-5515472/?Cr=73","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16035145","Mitsubishi","null","ASX LS XB","4","33055","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16035145/?Cr=74","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Toyota","null","RAV4 GX","4","33380","19500","2013 Toyota RAV4 GX Manual 2WD","Manual","carsales.com.au/private/details/Toyota-RAV4-2013/SSE-AD-5453192/?Cr=75","2013"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Compass Sport","4","33500","14500","2014 Jeep Compass Sport Auto","Auto","carsales.com.au/private/details/Jeep-Compass-2014/SSE-AD-5551673/?Cr=76","2014"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2013/OAG-AD-16140038","Nissan","null","JUKE ST F15","4","33630","15950","2013 Nissan JUKE ST F15 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-JUKE-2013/OAG-AD-16140038/?Cr=77","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16101250","Mitsubishi","null","ASX LS XC","4","33774","19788","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16101250/?Cr=78","2017"
"DealFinderItem","null","1.6","Petrol","Peugeot-2008-2014/OAG-AD-15969980","Peugeot","null","2008 Allure","4","33900","15555","2014 Peugeot 2008 Allure Auto","Auto","carsales.com.au/dealer/details/Peugeot-2008-2014/OAG-AD-15969980/?Cr=79","2014"
"DealFinderItem","2WD","1.6","Petrol","Suzuki-Vitara-2016/OAG-AD-16019721","Suzuki","null","Vitara GL+","4","33916","19861","2016 Suzuki Vitara GL+ Auto 2WD","Auto","carsales.com.au/dealer/details/Suzuki-Vitara-2016/OAG-AD-16019721/?Cr=80","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16081948","Mitsubishi","null","ASX LS XB","4","33930","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16081948/?Cr=81","2016"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2015/OAG-AD-16148343","Holden","null","Trax LS TJ","4","34000","15800","2015 Holden Trax LS TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2015/OAG-AD-16148343/?Cr=82","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2013/OAG-AD-16117525","Mitsubishi","null","ASX XB","4","34027","15997","2013 Mitsubishi ASX XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2013/OAG-AD-16117525/?Cr=83","2013"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2016/OAG-AD-16204471","Holden","null","Trax LS TJ","4","34265","15990","2016 Holden Trax LS TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2016/OAG-AD-16204471/?Cr=84","2016"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2016/OAG-AD-16186989","Holden","null","Trax LS TJ","4","34265","15990","2016 Holden Trax LS TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2016/OAG-AD-16186989/?Cr=85","2016"
"DealFinderItem","2WD","1.6","Petrol","Suzuki-Vitara-2016/OAG-AD-15952246","Suzuki","null","Vitara RT-S","4","34396","18777","2016 Suzuki Vitara RT-S Manual 2WD","Manual","carsales.com.au/dealer/details/Suzuki-Vitara-2016/OAG-AD-15952246/?Cr=86","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16023615","Mitsubishi","null","ASX LS XB","4","34429","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16023615/?Cr=87","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15883696","Mitsubishi","null","ASX LS XB","4","34443","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15883696/?Cr=88","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15908037","Mitsubishi","null","ASX LS XB","4","34634","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15908037/?Cr=89","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16081925","Mitsubishi","null","ASX LS XB","4","34727","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16081925/?Cr=90","2016"
"DealFinderItem","AWD","2.0","Petrol","null","Subaru","null","XV 2.0i G4X","4","35000","19999","2013 Subaru XV 2.0i G4X Auto AWD","Auto","carsales.com.au/private/details/Subaru-XV-2013/SSE-AD-5553416/?Cr=91","2013"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","35000","14500","2015 Jeep Patriot Sport Manual 4x2","Manual","carsales.com.au/private/details/Jeep-Patriot-2015/SSE-AD-5503905/?Cr=92","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16145971","Mitsubishi","null","ASX LS XB","4","35060","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16145971/?Cr=93","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15908433","Mitsubishi","null","ASX LS XB","4","35062","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15908433/?Cr=94","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16137934","Mitsubishi","null","ASX LS XC","4","35390","18990","2016 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16137934/?Cr=95","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16081880","Mitsubishi","null","ASX LS XB","4","35500","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16081880/?Cr=96","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-16134342","Mitsubishi","null","ASX LS XB","4","35545","19990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-16134342/?Cr=97","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16034616","Mitsubishi","null","ASX LS XB","4","35675","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16034616/?Cr=98","2016"
