"_type","drive_type","engine_capacity","fuel_type","id","make","manufacturer_marketing_year","model","n_cylinders","odometer","price","title","transmission","url","year"
"DealFinderItem","null","2.0","Petrol","Mazda-CX-3-2015/OAG-AD-16106071","Mazda","null","CX-3 Neo DK","4","35744","19990","2015 Mazda CX-3 Neo DK Auto","Auto","carsales.com.au/dealer/details/Mazda-CX-3-2015/OAG-AD-16106071/?Cr=99","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16034567","Mitsubishi","null","ASX LS XB","4","35847","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16034567/?Cr=100","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15953826","Mitsubishi","null","ASX LS XB","4","35857","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15953826/?Cr=101","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","Dualis Ti-L J10 Series 4","4","35858","20000","2013 Nissan Dualis Ti-L J10 Series 4 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-5357006/?Cr=102","2013"
"DealFinderItem","2WD","1.6","Diesel","null","Nissan","null","Dualis TS J10 Series 4","4","35900","15900","2013 Nissan Dualis TS J10 Series 4 Manual 2WD","Manual","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-5521792/?Cr=103","2013"
"DealFinderItem","null","1.6","Petrol","null","Peugeot","null","2008 Allure","4","36000","16500","2015 Peugeot 2008 Allure Auto","Auto","carsales.com.au/private/details/Peugeot-2008-2015/SSE-AD-5528278/?Cr=104","2015"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","36000","18500","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2016/SSE-AD-5447183/?Cr=105","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16035096","Mitsubishi","null","ASX LS XB","4","36260","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16035096/?Cr=106","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-Outlander-2015/OAG-AD-16138158","Mitsubishi","null","Outlander ES ZJ","4","36301","19488","2015 Mitsubishi Outlander ES ZJ Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-Outlander-2015/OAG-AD-16138158/?Cr=107","2015"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2016/OAG-AD-15670747","Holden","null","Trax Black TJ","4","36508","16990","2016 Holden Trax Black TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2016/OAG-AD-15670747/?Cr=108","2016"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2013/OAG-AD-16181760","Holden","null","Trax LS TJ","4","36534","15990","2013 Holden Trax LS TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2013/OAG-AD-16181760/?Cr=109","2013"
"DealFinderItem","null","2.0","Petrol","Hyundai-ix35-2013/OAG-AD-16041066","Hyundai","null","ix35 SE","4","36707","18950","2013 Hyundai ix35 SE Auto","Auto","carsales.com.au/dealer/details/Hyundai-ix35-2013/OAG-AD-16041066/?Cr=110","2013"
"DealFinderItem","null","2.0","Petrol","Jeep-Compass-2015/OAG-AD-16144883","Jeep","null","Compass Sport","4","36886","17999","2015 Jeep Compass Sport Auto","Auto","carsales.com.au/dealer/details/Jeep-Compass-2015/OAG-AD-16144883/?Cr=111","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15980608","Mitsubishi","null","ASX LS XB","4","36917","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15980608/?Cr=112","2016"
"DealFinderItem","null","1.8","Petrol","null","SKODA","null","Yeti 112TSI","4","37000","15250","2013 SKODA Yeti 112TSI Auto 4x4","Auto","carsales.com.au/private/details/SKODA-Yeti-2013/SSE-AD-5553418/?Cr=113","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16004506","Mitsubishi","null","ASX LS XB","4","37238","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16004506/?Cr=114","2016"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2013/OAG-AD-16149236","Holden","null","Trax LS TJ","4","37246","14950","2013 Holden Trax LS TJ Manual","Manual","carsales.com.au/dealer/details/Holden-Trax-2013/OAG-AD-16149236/?Cr=115","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16089443","Mitsubishi","null","ASX LS XB","4","37312","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16089443/?Cr=116","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16103284","Mitsubishi","null","ASX LS XB","4","37383","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16103284/?Cr=117","2016"
"DealFinderItem","null","2.0","Petrol","Hyundai-ix35-2015/OAG-AD-16064135","Hyundai","null","ix35 SE","4","37548","19880","2015 Hyundai ix35 SE Auto","Auto","carsales.com.au/dealer/details/Hyundai-ix35-2015/OAG-AD-16064135/?Cr=118","2015"
"DealFinderItem","2WD","2.0","Petrol","Nissan-Dualis-2013/OAG-AD-16180436","Nissan","null","Dualis Ti-L J10 Series 3","4","37878","19987","2013 Nissan Dualis Ti-L J10 Series 3 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-Dualis-2013/OAG-AD-16180436/?Cr=119","2013"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","38000","17000","2015 Jeep Patriot Sport Auto 4x2","Auto","carsales.com.au/private/details/Jeep-Patriot-2015/SSE-AD-5242710/?Cr=120","2015"
"DealFinderItem","2WD","2.0","Petrol","Nissan-Dualis-2013/OAG-AD-16210038","Nissan","null","Dualis ST J10 Series 3","4","38000","15990","2013 Nissan Dualis ST J10 Series 3 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-Dualis-2013/OAG-AD-16210038/?Cr=121","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15923171","Mitsubishi","null","ASX LS XB","4","38027","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15923171/?Cr=122","2016"
"DealFinderItem","null","2.0","Petrol","Nissan-QASHQAI-2014/OAG-AD-16128517","Nissan","null","QASHQAI ST J11","4","38114","16590","2014 Nissan QASHQAI ST J11 Manual","Manual","carsales.com.au/dealer/details/Nissan-QASHQAI-2014/OAG-AD-16128517/?Cr=123","2014"
"DealFinderItem","2WD","1.6","Petrol","Suzuki-Vitara-2016/OAG-AD-16180967","Suzuki","null","Vitara RT-S","4","38142","18290","2016 Suzuki Vitara RT-S Manual 2WD","Manual","carsales.com.au/dealer/details/Suzuki-Vitara-2016/OAG-AD-16180967/?Cr=124","2016"
"DealFinderItem","null","2.0","Petrol","Honda-CR-V-2014/OAG-AD-15891464","Honda","null","CR-V VTi","4","38191","17700","2014 Honda CR-V VTi Manual","Manual","carsales.com.au/dealer/details/Honda-CR-V-2014/OAG-AD-15891464/?Cr=125","2014"
"DealFinderItem","null","1.8","Petrol","null","Holden","null","Trax LTZ TJ","4","38320","14990","2013 Holden Trax LTZ TJ Auto","Auto","carsales.com.au/private/details/Holden-Trax-2013/SSE-AD-5554758/?Cr=126","2013"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2013/OAG-AD-16177837","Holden","null","Trax LTZ TJ","4","38344","14870","2013 Holden Trax LTZ TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2013/OAG-AD-16177837/?Cr=127","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15984350","Mitsubishi","null","ASX LS XB","4","38352","17950","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15984350/?Cr=128","2015"
"DealFinderItem","null","2.0","Petrol","Nissan-QASHQAI-2015/OAG-AD-15943871","Nissan","null","QASHQAI ST J11","4","38359","17990","2015 Nissan QASHQAI ST J11 Manual","Manual","carsales.com.au/dealer/details/Nissan-QASHQAI-2015/OAG-AD-15943871/?Cr=129","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2017/OAG-AD-16131811","Mitsubishi","null","ASX LS XC","4","38409","19900","2017 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2017/OAG-AD-16131811/?Cr=130","2017"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15596957","Mitsubishi","null","ASX LS XB","4","38410","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15596957/?Cr=131","2015"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","38552","17500","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2016/SSE-AD-5552679/?Cr=132","2016"
"DealFinderItem","null","1.6","Petrol","null","Jeep","null","Renegade Sport","4","39000","15000","2016 Jeep Renegade Sport Manual","Manual","carsales.com.au/private/details/Jeep-Renegade-2016/SSE-AD-5513890/?Cr=133","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XB","4","39000","16500","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2015/SSE-AD-5544571/?Cr=134","2015"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","39000","14000","2015 Jeep Patriot Sport Manual 4x2","Manual","carsales.com.au/private/details/Jeep-Patriot-2015/SSE-AD-5469853/?Cr=135","2015"
"DealFinderItem","null","1.8","Petrol","null","Holden","null","Trax LS TJ","4","39208","14399","2014 Holden Trax LS TJ Auto","Auto","carsales.com.au/private/details/Holden-Trax-2014/SSE-AD-5536079/?Cr=136","2014"
"DealFinderItem","null","2.0","Petrol","Kia-Sportage-2013/OAG-AD-15984599","Kia","null","Sportage Si","4","39416","17888","2013 Kia Sportage Si Auto","Auto","carsales.com.au/dealer/details/Kia-Sportage-2013/OAG-AD-15984599/?Cr=137","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15953296","Mitsubishi","null","ASX LS XB","4","39419","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15953296/?Cr=138","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15958884","Mitsubishi","null","ASX LS XB","4","39492","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15958884/?Cr=139","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15250587","Mitsubishi","null","ASX LS XB","4","39503","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15250587/?Cr=140","2015"
"DealFinderItem","AWD","2.0","Petrol","Subaru-XV-2014/OAG-AD-16213018","Subaru","null","XV 2.0i G4X","4","40000","19888","2014 Subaru XV 2.0i G4X Manual AWD","Manual","carsales.com.au/dealer/details/Subaru-XV-2014/OAG-AD-16213018/?Cr=141","2014"
"DealFinderItem","null","1.6","Diesel","Citroen-C4-Cactus-2016/OAG-AD-16070873","Citroen","null","C4 Cactus Exclusive","4","40010","18888","2016 Citroen C4 Cactus Exclusive Auto","Auto","carsales.com.au/dealer/details/Citroen-C4-Cactus-2016/OAG-AD-16070873/?Cr=142","2016"
"DealFinderItem","null","2.0","Petrol","Nissan-QASHQAI-2015/OAG-AD-16153928","Nissan","null","QASHQAI ST J11","4","40100","19990","2015 Nissan QASHQAI ST J11 Manual","Manual","carsales.com.au/dealer/details/Nissan-QASHQAI-2015/OAG-AD-16153928/?Cr=143","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16081879","Mitsubishi","null","ASX LS XB","4","40344","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16081879/?Cr=144","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15908473","Mitsubishi","null","ASX LS XB","4","40409","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15908473/?Cr=145","2015"
"DealFinderItem","null","2.0","Petrol","null","Volkswagen","null","Tiguan 132TSI Pacific 5N","4","40416","18000","2013 Volkswagen Tiguan 132TSI Pacific 5N Auto 4MOTION","Auto","carsales.com.au/private/details/Volkswagen-Tiguan-2013/SSE-AD-5454524/?Cr=146","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16103272","Mitsubishi","null","ASX LS XB","4","40627","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16103272/?Cr=147","2016"
"DealFinderItem","2WD","1.6","Petrol","null","Ford","null","Kuga Ambiente TF","4","40949","11950","2014 Ford Kuga Ambiente TF Manual 2WD","Manual","carsales.com.au/private/details/Ford-Kuga-2014/SSE-AD-5372445/?Cr=148","2014"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","41000","19000","2016 Jeep Patriot Sport Auto 4x2","Auto","carsales.com.au/private/details/Jeep-Patriot-2016/SSE-AD-5550935/?Cr=149","2016"
"DealFinderItem","null","2.0","Petrol","Nissan-QASHQAI-2015/OAG-AD-16139637","Nissan","null","QASHQAI ST J11","4","41140","18990","2015 Nissan QASHQAI ST J11 Auto","Auto","carsales.com.au/dealer/details/Nissan-QASHQAI-2015/OAG-AD-16139637/?Cr=150","2015"
"DealFinderItem","null","2.0","Petrol","null","Volkswagen","null","Tiguan 132TSI Pacific 5N","4","41200","19500","2014 Volkswagen Tiguan 132TSI Pacific 5N Auto 4MOTION","Auto","carsales.com.au/private/details/Volkswagen-Tiguan-2014/SSE-AD-5414157/?Cr=151","2014"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2016/OAG-AD-15651237","Holden","null","Trax LS TJ","4","41227","14995","2016 Holden Trax LS TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2016/OAG-AD-15651237/?Cr=152","2016"
"DealFinderItem","2WD","1.6","Petrol","Suzuki-Vitara-2016/OAG-AD-16198336","Suzuki","null","Vitara RT-S","4","41254","16985","2016 Suzuki Vitara RT-S Auto 2WD","Auto","carsales.com.au/dealer/details/Suzuki-Vitara-2016/OAG-AD-16198336/?Cr=153","2016"
"DealFinderItem","null","2.0","Petrol","Volkswagen-Tiguan-2014/OAG-AD-16047696","Volkswagen","null","Tiguan 132TSI Pacific 5N","4","41256","19250","2014 Volkswagen Tiguan 132TSI Pacific 5N Auto 4MOTION","Auto","carsales.com.au/dealer/details/Volkswagen-Tiguan-2014/OAG-AD-16047696/?Cr=154","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15497845","Mitsubishi","null","ASX LS XB","4","41278","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15497845/?Cr=155","2015"
"DealFinderItem","AWD","2.0","Petrol","Subaru-XV-2013/OAG-AD-15543289","Subaru","null","XV 2.0i G4X","4","41532","19990","2013 Subaru XV 2.0i G4X Manual AWD","Manual","carsales.com.au/dealer/details/Subaru-XV-2013/OAG-AD-15543289/?Cr=156","2013"
"DealFinderItem","2WD","1.6","Petrol","Suzuki-Vitara-2015/OAG-AD-15661249","Suzuki","null","Vitara RT-S","4","41548","19990","2015 Suzuki Vitara RT-S Auto 2WD","Auto","carsales.com.au/dealer/details/Suzuki-Vitara-2015/OAG-AD-15661249/?Cr=157","2015"
"DealFinderItem","null","2.0","Petrol","null","Mazda","null","CX-5 Maxx KE Series 2","4","41600","20000","2015 Mazda CX-5 Maxx KE Series 2 Manual","Manual","carsales.com.au/private/details/Mazda-CX-5-2015/SSE-AD-5493111/?Cr=158","2015"
"DealFinderItem","null","1.8","Petrol","Holden-Trax-2014/OAG-AD-15671622","Holden","null","Trax LTZ TJ","4","41846","16999","2014 Holden Trax LTZ TJ Auto","Auto","carsales.com.au/dealer/details/Holden-Trax-2014/OAG-AD-15671622/?Cr=159","2014"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2014/OAG-AD-16033826","Nissan","null","JUKE ST F15","4","41918","15800","2014 Nissan JUKE ST F15 Auto 2WD","Auto","carsales.com.au/dealer/details/Nissan-JUKE-2014/OAG-AD-16033826/?Cr=160","2014"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Compass Sport","4","41971","12000","2013 Jeep Compass Sport Manual","Manual","carsales.com.au/private/details/Jeep-Compass-2013/SSE-AD-5492782/?Cr=161","2013"
"DealFinderItem","null","2.0","Petrol","null","Mazda","null","CX-5 Maxx KE Series","4","42000","18500","2013 Mazda CX-5 Maxx KE Series Manual","Manual","carsales.com.au/private/details/Mazda-CX-5-2013/SSE-AD-5535212/?Cr=162","2013"
"DealFinderItem","null","2.0","Petrol","Mazda-CX-3-2015/OAG-AD-16053592","Mazda","null","CX-3 Neo DK","4","42051","17990","2015 Mazda CX-3 Neo DK Manual","Manual","carsales.com.au/dealer/details/Mazda-CX-3-2015/OAG-AD-16053592/?Cr=163","2015"
"DealFinderItem","null","1.6","Petrol","Suzuki-S-Cross-2013/OAG-AD-16161398","Suzuki","null","S-Cross GLX","4","42218","19990","2013 Suzuki S-Cross GLX Auto","Auto","carsales.com.au/dealer/details/Suzuki-S-Cross-2013/OAG-AD-16161398/?Cr=164","2013"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2014/OAG-AD-16133837","Mitsubishi","null","ASX XLS XB","4","42282","19888","2014 Mitsubishi ASX XLS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2014/OAG-AD-16133837/?Cr=165","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16188606","Mitsubishi","null","ASX LS XB","4","42337","19990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16188606/?Cr=166","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Mitsubishi","null","ASX LS XC","4","42400","18990","2016 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/private/details/Mitsubishi-ASX-2016/SSE-AD-5548001/?Cr=167","2016"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Compass Sport","4","42530","16000","2015 Jeep Compass Sport Auto","Auto","carsales.com.au/private/details/Jeep-Compass-2015/SSE-AD-5316350/?Cr=168","2015"
"DealFinderItem","null","1.8","Petrol","Honda-HR-V-2014/OAG-AD-16114942","Honda","null","HR-V VTi","4","42772","19875","2014 Honda HR-V VTi Auto","Auto","carsales.com.au/dealer/details/Honda-HR-V-2014/OAG-AD-16114942/?Cr=169","2014"
"DealFinderItem","null","2.0","Petrol","Jeep-Patriot-2014/OAG-AD-16185484","Jeep","null","Patriot Sport","4","42776","14888","2014 Jeep Patriot Sport Manual 4x2","Manual","carsales.com.au/dealer/details/Jeep-Patriot-2014/OAG-AD-16185484/?Cr=170","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16049107","Mitsubishi","null","ASX LS XC","4","42830","18997","2016 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16049107/?Cr=171","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2014/OAG-AD-16019748","Mitsubishi","null","ASX XLS XB","4","42946","19488","2014 Mitsubishi ASX XLS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2014/OAG-AD-16019748/?Cr=172","2014"
"DealFinderItem","2WD","2.0","Petrol","null","Peugeot","null","4008 Active","4","43000","17990","2015 Peugeot 4008 Active Auto 2WD","Auto","carsales.com.au/private/details/Peugeot-4008-2015/SSE-AD-5289461/?Cr=173","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-15999523","Mitsubishi","null","ASX LS XC","4","43000","17980","2016 Mitsubishi ASX LS XC Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-15999523/?Cr=174","2016"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","Dualis +2 Ti-L J10 Series 4","4","43000","17990","2013 Nissan Dualis +2 Ti-L J10 Series 4 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-4909425/?Cr=175","2013"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Compass Sport","4","43000","14000","2013 Jeep Compass Sport Auto","Auto","carsales.com.au/private/details/Jeep-Compass-2013/SSE-AD-4510221/?Cr=176","2013"
"DealFinderItem","null","1.8","Petrol","null","Holden","null","Trax LTZ TJ","4","43267","17999","2014 Holden Trax LTZ TJ Auto","Auto","carsales.com.au/private/details/Holden-Trax-2014/SSE-AD-5556684/?Cr=177","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15649769","Mitsubishi","null","ASX LS XB","4","43324","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15649769/?Cr=178","2015"
"DealFinderItem","null","2.0","Petrol","Hyundai-ix35-2013/OAG-AD-16141924","Hyundai","null","ix35 SE","4","43331","18880","2013 Hyundai ix35 SE Auto","Auto","carsales.com.au/dealer/details/Hyundai-ix35-2013/OAG-AD-16141924/?Cr=179","2013"
"DealFinderItem","null","2.0","Petrol","Kia-Sportage-2013/OAG-AD-16039418","Kia","null","Sportage Si","4","43339","19980","2013 Kia Sportage Si Auto","Auto","carsales.com.au/dealer/details/Kia-Sportage-2013/OAG-AD-16039418/?Cr=180","2013"
"DealFinderItem","null","2.0","Petrol","Jeep-Compass-2014/OAG-AD-15649177","Jeep","null","Compass Sport","4","43392","16999","2014 Jeep Compass Sport Auto","Auto","carsales.com.au/dealer/details/Jeep-Compass-2014/OAG-AD-15649177/?Cr=181","2014"
"DealFinderItem","2WD","1.6","Petrol","Chery-J11-2014/OAG-AD-15997339","Chery","null","J11","4","43459","9990","2014 Chery J11 Auto 2WD","Auto","carsales.com.au/dealer/details/Chery-J11-2014/OAG-AD-15997339/?Cr=182","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-Outlander-2013/OAG-AD-16165378","Mitsubishi","null","Outlander ES ZJ","4","43500","18990","2013 Mitsubishi Outlander ES ZJ Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-Outlander-2013/OAG-AD-16165378/?Cr=183","2013"
"DealFinderItem","null","2.0","Petrol","Mazda-CX-5-2014/OAG-AD-16201474","Mazda","null","CX-5 Maxx KE Series","4","43507","19990","2014 Mazda CX-5 Maxx KE Series Manual","Manual","carsales.com.au/dealer/details/Mazda-CX-5-2014/OAG-AD-16201474/?Cr=184","2014"
"DealFinderItem","null","2.0","Petrol","Hyundai-ix35-2013/OAG-AD-16191845","Hyundai","null","ix35 SE","4","43651","18990","2013 Hyundai ix35 SE Auto","Auto","carsales.com.au/dealer/details/Hyundai-ix35-2013/OAG-AD-16191845/?Cr=185","2013"
"DealFinderItem","null","2.0","Petrol","null","Jeep","null","Patriot Sport","4","43800","14399","2014 Jeep Patriot Sport Auto 4x2","Auto","carsales.com.au/private/details/Jeep-Patriot-2014/SSE-AD-5423771/?Cr=186","2014"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","Dualis ST J10 Series 4","4","44000","17900","2013 Nissan Dualis ST J10 Series 4 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-Dualis-2013/SSE-AD-5555087/?Cr=187","2013"
"DealFinderItem","null","2.0","Petrol","null","Kia","null","Sportage Si","4","44013","18900","2014 Kia Sportage Si Auto","Auto","carsales.com.au/private/details/Kia-Sportage-2014/SSE-AD-5455528/?Cr=188","2014"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16081875","Mitsubishi","null","ASX LS XB","4","44061","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16081875/?Cr=189","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15481108","Mitsubishi","null","ASX LS XB","4","44141","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15481108/?Cr=190","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16139039","Mitsubishi","null","ASX LS XB","4","44149","19888","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16139039/?Cr=191","2016"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2015/OAG-AD-15287512","Mitsubishi","null","ASX LS XB","4","44192","18990","2015 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2015/OAG-AD-15287512/?Cr=192","2015"
"DealFinderItem","2WD","2.0","Petrol","Mitsubishi-ASX-2016/OAG-AD-16138013","Mitsubishi","null","ASX LS XB","4","44444","18990","2016 Mitsubishi ASX LS XB Auto 2WD","Auto","carsales.com.au/dealer/details/Mitsubishi-ASX-2016/OAG-AD-16138013/?Cr=193","2016"
"DealFinderItem","2WD","1.6","Petrol","Nissan-JUKE-2013/OAG-AD-16109240","Nissan","null","JUKE ST-S F15","4","44497","15213","2013 Nissan JUKE ST-S F15 Manual 2WD","Manual","carsales.com.au/dealer/details/Nissan-JUKE-2013/OAG-AD-16109240/?Cr=194","2013"
"DealFinderItem","2WD","2.0","Petrol","null","Nissan","null","X-Trail ST-L T31","4","44500","16900","2013 Nissan X-Trail ST-L T31 Auto 2WD","Auto","carsales.com.au/private/details/Nissan-X-Trail-2013/SSE-AD-5502858/?Cr=195","2013"
"DealFinderItem","2WD","2.0","Petrol","Nissan-X-Trail-2015/OAG-AD-16155934","Nissan","null","X-Trail ST T32","4","44535","18990","2015 Nissan X-Trail ST T32 Manual 2WD","Manual","carsales.com.au/dealer/details/Nissan-X-Trail-2015/OAG-AD-16155934/?Cr=196","2015"
